kfg_id,provenance_display,geo_zone,cluster_label,typology,typology_label,n_cords,n_pattern_types,n_unique_colors,numeric_coverage,frac_broken,iso_score,anomaly_class,has_pp,has_ip,has_cp,has_sp,has_gg,has_gsb,has_is,has_psn,has_adg
KH0179,Ica,Ica & Paracas,Simple,0,T1,5,1,2,0.8,0.0,0.3533193620658411,Normal,0,0,0,0,0,0,0,0,1
KH0180,Pachacamac,Central Coast,Simple,0,T1,27,4,2,0.8518518518518519,0.0,0.3551772842045048,Normal,1,0,1,0,1,0,0,0,1
KH0181,Ica,Ica & Paracas,Simple,0,T1,33,4,5,1.0,0.0303030303030303,0.3640642749826034,Normal,1,0,1,1,0,1,0,0,0
KH0182,Pachacamac,Central Coast,Simple,0,T1,21,4,4,0.7142857142857143,0.0,0.3550156269477836,Normal,1,0,1,1,1,0,0,0,0
KH0183,Ica,Ica & Paracas,Complex,1,T2,362,6,17,0.5662983425414365,0.011049723756906,0.5016548898810378,Normal,1,1,1,1,0,0,1,1,0
KH0184,Pachacamac,Central Coast,Simple,0,T1,9,0,2,0.8888888888888888,0.0,0.3590002202232696,Normal,0,0,0,0,0,0,0,0,0
KH0185,Unknown,,Simple,0,T1,18,1,7,0.9444444444444444,0.1111111111111111,0.3557635885537702,Normal,1,0,0,0,0,0,0,0,0
KH0186,Unknown,,Simple,0,T1,30,2,3,0.9666666666666668,0.0,0.351789677406279,Normal,0,1,0,0,0,0,0,0,1
KH0187,Pachacamac,Central Coast,Simple,0,T1,125,5,58,0.648,0.064,0.4497695792700725,Normal,1,1,1,1,0,0,0,1,0
KH0188,Ica,Ica & Paracas,Simple,0,T1,24,3,6,1.0,0.0,0.3572934344690147,Normal,1,1,0,0,1,0,0,0,0
KH0189,Pachacamac,Central Coast,Simple,0,T1,59,6,8,0.9661016949152542,0.0338983050847457,0.4185853989565263,Normal,1,1,1,1,1,0,0,0,1
KH0190,Between Ica and Pisco,Ica & Paracas,Simple,0,T1,15,2,3,1.0,0.0,0.353210261520318,Normal,1,0,0,0,0,0,0,0,1
KH0191,Between Ica and Pisco,Ica & Paracas,Simple,0,T1,27,5,4,0.9629629629629628,0.0,0.3884529765757089,Normal,1,1,1,1,1,0,0,0,0
KH0192,Pachacamac,Central Coast,Complex,1,T2,338,8,9,0.7928994082840237,0.0532544378698224,0.5096859118869236,Normal,1,1,1,1,1,0,1,1,1
KH0193,Nazca,Nazca & Far South,Complex,1,T2,303,7,10,0.5544554455445545,0.033003300330033,0.4586047882201833,Normal,1,1,1,1,1,0,1,1,0
KH0194,Near Lima,Central Coast,Simple,0,T1,15,0,2,1.0,0.0666666666666666,0.3721925346894005,Normal,0,0,0,0,0,0,0,0,0
KH0195,Near Lima,Central Coast,Simple,0,T1,30,5,4,0.9333333333333332,0.6333333333333333,0.3955967557319865,Normal,1,1,1,0,0,1,0,0,1
KH0196,Ica,Ica & Paracas,Simple,0,T1,28,2,6,0.7857142857142857,0.1428571428571428,0.3444643514387436,Normal,1,0,0,0,0,0,0,0,1
KH0197,Ica,Ica & Paracas,Simple,0,T1,35,0,8,0.8857142857142857,0.0571428571428571,0.3584227475476814,Normal,0,0,0,0,0,0,0,0,0
KH0198,Unknown,,Complex,1,T2,149,6,20,0.8791946308724832,0.0134228187919463,0.5375559554728925,Normal,1,1,1,1,0,0,1,0,1
KH0199,Unknown,,Simple,0,T1,5,0,5,1.0,0.0,0.3625618556075341,Normal,0,0,0,0,0,0,0,0,0
KH0200,Unknown,,Simple,0,T1,22,0,1,1.0,0.0,0.3984707723192217,Candidate,0,0,0,0,0,0,0,0,0
KH0201,Unknown,,Simple,0,T1,7,1,2,0.7142857142857143,0.1428571428571428,0.3577478694314772,Normal,1,0,0,0,0,0,0,0,0
KH0202,Unknown,,Simple,0,T1,9,1,2,1.0,0.0,0.3565441145519236,Normal,0,1,0,0,0,0,0,0,0
KH0203,Unknown,,Simple,0,T1,30,4,9,0.9333333333333332,0.0,0.4073887577437692,Normal,1,0,0,1,0,0,0,1,1
KH0204,Unknown,,Simple,0,T1,64,3,6,0.796875,0.0,0.3646439062758911,Normal,1,0,0,1,0,0,0,1,0
KH0205,Pachacamac,Central Coast,Simple,0,T1,3,0,1,1.0,0.0,0.3685762610531181,Normal,0,0,0,0,0,0,0,0,0
KH0206,Pachacamac,Central Coast,Simple,0,T1,12,1,3,0.9166666666666666,0.3333333333333333,0.3570626536536521,Normal,0,0,0,0,0,0,0,0,1
KH0207,Pachacamac,Central Coast,Simple,0,T1,35,7,4,0.8,0.3142857142857143,0.3961220236688516,Normal,1,1,1,1,0,1,0,1,1
KH0208,Unknown,,Simple,0,T1,101,0,3,0.0,0.0,0.4254534244080604,Candidate,0,0,0,0,0,0,0,0,0
KH0209,Ica Valley (near Callengo),Ica & Paracas,Simple,0,T1,7,0,1,0.8571428571428571,0.1428571428571428,0.3704530683366058,Normal,0,0,0,0,0,0,0,0,0
KH0210,Ica Valley (near Callengo),Ica & Paracas,Simple,0,T1,13,2,4,1.0,0.0,0.3612341694158093,Normal,1,0,0,1,0,0,0,0,0
KH0211,Ica Valley (near Callengo),Ica & Paracas,Simple,0,T1,8,1,1,0.875,0.0,0.3616927256352471,Normal,0,0,0,0,0,1,0,0,0
KH0212,Ica Valley (near Callengo),Ica & Paracas,Simple,0,T1,7,0,4,0.7142857142857143,0.1428571428571428,0.42848496017232,Normal,0,0,0,0,0,0,0,0,0
KH0213,Ica Valley (near Callengo),Ica & Paracas,Simple,0,T1,7,0,4,0.8571428571428571,0.1428571428571428,0.4694462154102818,Candidate,0,0,0,0,0,0,0,0,0
KH0214,Ica Valley (near Callengo),Ica & Paracas,Simple,0,T1,6,0,3,1.0,0.0,0.3641312252296226,Normal,0,0,0,0,0,0,0,0,0
KH0215,Ica Valley (near Callengo),Ica & Paracas,Simple,0,T1,11,0,2,1.0,0.1818181818181818,0.3699941280099976,Normal,0,0,0,0,0,0,0,0,0
KH0216,Unknown,,Simple,0,T1,19,1,1,1.0,0.0526315789473684,0.3634286378141789,Normal,0,0,0,0,0,1,0,0,0
KH0217,Unknown,,Simple,0,T1,86,4,18,0.9186046511627908,0.0930232558139534,0.372951252817162,Normal,1,1,1,0,1,0,0,0,0
KH0218,"Central Coast (Late Period, prob.)",Central Coast,Simple,0,T1,64,4,3,1.0,0.0,0.3817626527510578,Normal,1,1,1,1,0,0,0,0,0
KH0219,Ica,Ica & Paracas,Simple,0,T1,18,3,3,0.9444444444444444,0.1111111111111111,0.3559666728379934,Normal,1,0,0,0,0,1,0,1,0
KH0220,Unknown,,Simple,0,T1,30,2,2,0.4666666666666667,0.0,0.372290418238922,Normal,0,1,0,0,0,0,0,0,1
KH0221,Unknown,,Simple,0,T1,37,2,3,0.3243243243243243,0.1351351351351351,0.3772880780188636,Normal,0,1,0,0,0,0,0,0,1
KH0222,Ica,Ica & Paracas,Simple,0,T1,20,1,4,0.45,0.05,0.3628037186821419,Normal,0,0,0,0,0,0,0,0,1
KH0223,"Ica (Site T, Grave M — Uhle)",Ica & Paracas,Simple,0,T1,21,0,4,0.7142857142857143,0.4285714285714285,0.3787908626837962,Normal,0,0,0,0,0,0,0,0,0
KH0224,Unknown,,Simple,0,T1,32,1,4,0.6875,0.75,0.3919845546135917,Normal,1,0,0,0,0,0,0,0,0
KH0225,Unknown,,Complex,0,T1,253,6,19,0.6442687747035574,0.1976284584980237,0.4292398334323234,Normal,1,1,1,1,0,1,0,1,0
KH0226,Unknown,,Simple,0,T1,28,1,3,0.8214285714285714,0.1071428571428571,0.3852095077128508,Normal,1,0,0,0,0,0,0,0,0
KH0227,Unknown,,Simple,0,T1,14,0,3,0.8571428571428571,0.4285714285714285,0.3721267979458221,Normal,0,0,0,0,0,0,0,0,0
KH0228,Unknown,,Complex,0,T1,218,6,10,0.8348623853211009,0.0458715596330275,0.4031445537478355,Normal,1,1,1,1,0,0,1,1,0
KH0229,Unknown,,Simple,0,T1,143,1,9,0.916083916083916,0.1048951048951049,0.4271770280759648,Normal,1,0,0,0,0,0,0,0,0
KH0230,Unknown,,Simple,0,T1,39,3,14,0.8461538461538461,0.0512820512820512,0.3513083006879421,Normal,1,1,0,0,0,0,0,0,1
KH0231,Unknown,,Simple,0,T1,68,4,2,0.6764705882352942,0.0588235294117647,0.3781688605239901,Normal,1,1,1,0,0,0,0,1,0
KH0232,Unknown,,Simple,0,T1,100,8,7,0.98,0.01,0.4172334275647736,Normal,1,1,1,0,1,1,1,1,1
KH0233,Unknown,,Simple,0,T1,36,1,6,0.8055555555555556,0.3055555555555556,0.4006427521132076,Normal,1,0,0,0,0,0,0,0,0
KH0234,Unknown,,Simple,0,T1,20,2,3,1.0,0.0,0.3518130507033458,Normal,1,0,0,0,1,0,0,0,0
KH0235,Nazca,Nazca & Far South,Simple,0,T1,37,3,4,0.945945945945946,0.5675675675675675,0.3782643990732437,Normal,1,0,1,1,0,0,0,0,0
KH0236,Nazca,Nazca & Far South,Simple,0,T1,5,0,4,0.8,0.0,0.3681735935513801,Normal,0,0,0,0,0,0,0,0,0
KH0237,Leymebamba,Chachapoyas,Complex,1,T2,572,8,15,0.5559440559440559,0.0192307692307692,0.5582888023320913,High-confidence,1,1,1,1,1,0,1,1,1
KH0238,Leymebamba,Chachapoyas,Simple,0,T1,116,4,17,0.9396551724137931,0.0086206896551724,0.4292406767177708,Normal,1,0,0,1,0,0,0,1,1
KH0239,Leymebamba,Chachapoyas,Complex,1,T2,758,6,36,0.6147757255936676,0.1147757255936675,0.6847112177586462,High-confidence,1,1,0,0,1,1,1,1,0
KH0240,Leymebamba,Chachapoyas,Complex,1,T2,573,8,12,0.7399650959860384,0.0122164048865619,0.5415717776084251,High-confidence,1,1,1,1,1,1,1,1,0
KH0241,Leymebamba,Chachapoyas,Simple,0,T1,62,1,8,0.6451612903225806,0.1290322580645161,0.3643120323655281,Normal,1,0,0,0,0,0,0,0,0
KH0242,Leymebamba,Chachapoyas,Complex,1,T2,874,9,8,0.6281464530892449,0.0011441647597254,0.6304689615081388,High-confidence,1,1,1,1,1,1,1,1,1
KH0243,Leymebamba,Chachapoyas,Simple,0,T1,80,2,4,0.475,0.0125,0.3949260078951275,Normal,0,0,0,0,0,0,0,1,1
KH0244,Leymebamba,Chachapoyas,Simple,0,T1,6,1,1,1.0,0.0,0.3631067885806252,Normal,0,0,0,0,0,0,0,0,1
KH0245,Leymebamba,Chachapoyas,Complex,0,T1,164,6,7,0.6097560975609756,0.0,0.3904986164960928,Normal,1,1,1,1,0,1,0,1,0
KH0246,Leymebamba,Chachapoyas,Complex,0,T1,176,6,10,0.8977272727272727,0.0397727272727272,0.3991781794017452,Normal,1,1,1,1,1,0,0,0,1
KH0247,Leymebamba,Chachapoyas,Complex,1,T2,343,6,32,0.8338192419825073,0.0495626822157434,0.5175981567008844,Normal,1,1,1,1,0,0,1,1,0
KH0248,Leymebamba,Chachapoyas,Simple,0,T1,126,5,10,0.7698412698412699,0.119047619047619,0.4503385875066014,Normal,1,1,0,1,0,0,1,0,1
KH0249,Leymebamba,Chachapoyas,Simple,0,T1,59,1,4,0.864406779661017,0.0,0.4001294122872941,Normal,1,0,0,0,0,0,0,0,0
KH0250,Leymebamba,Chachapoyas,Simple,0,T1,44,3,5,0.7272727272727273,0.1818181818181818,0.3495795515918088,Normal,1,0,1,1,0,0,0,0,0
KH0251,Leymebamba,Chachapoyas,Simple,0,T1,88,3,14,0.8636363636363636,0.1477272727272727,0.4532026837737731,Normal,1,0,0,1,0,0,0,0,1
KH0252,Leymebamba,Chachapoyas,Complex,1,T2,442,6,12,0.7398190045248869,0.1923076923076923,0.5442503164298859,High-confidence,1,1,1,1,0,0,1,1,0
KH0253,Leymebamba,Chachapoyas,Complex,0,T1,122,6,16,0.8442622950819673,0.0327868852459016,0.3979215859589584,Normal,1,1,1,1,0,0,0,1,1
KH0254,Leymebamba,Chachapoyas,Simple,0,T1,38,3,8,0.8421052631578947,0.0,0.3471882201624938,Normal,1,0,0,1,0,0,0,0,1
KH0255,Leymebamba,Chachapoyas,Simple,0,T1,18,0,5,0.5555555555555556,0.1666666666666666,0.3647735072603589,Normal,0,0,0,0,0,0,0,0,0
KH0256,Leymebamba,Chachapoyas,Simple,0,T1,30,2,9,0.9333333333333332,0.0,0.3569636031215682,Normal,1,0,0,1,0,0,0,0,0
KH0257,Leymebamba,Chachapoyas,Complex,0,T1,162,6,10,0.845679012345679,0.0061728395061728,0.3875149277323511,Normal,1,1,1,1,0,1,0,1,0
KH0258,Leymebamba,Chachapoyas,Complex,0,T1,314,8,6,0.6592356687898089,0.3184713375796178,0.4468114806240315,Normal,1,1,1,1,1,0,1,1,1
KH0259,Atarco,Ica & Paracas,Simple,0,T1,20,1,2,0.9,0.0,0.3637580590006544,Normal,0,0,0,0,0,0,0,1,0
KH0260,Atarco,Ica & Paracas,Simple,0,T1,19,1,2,0.8947368421052632,0.0,0.3605574590190651,Normal,0,0,0,0,0,0,0,1,0
KH0261,Unknown,,Simple,0,T1,46,4,4,0.6086956521739131,0.4565217391304347,0.3725089788727482,Normal,1,1,1,0,0,0,0,0,1
KH0262,Atarco,Ica & Paracas,Simple,0,T1,17,0,2,1.0,0.0,0.3618323278956904,Normal,0,0,0,0,0,0,0,0,0
KH0263,Atarco,Ica & Paracas,Simple,0,T1,91,7,4,0.7142857142857143,0.1098901098901098,0.3854535678330047,Normal,1,0,1,1,1,1,0,1,1
KH0264,Atarco,Ica & Paracas,Simple,0,T1,75,4,3,0.7866666666666666,0.0533333333333333,0.3871174765335188,Normal,0,1,0,0,0,1,0,1,1
KH0265,"Ica Valley (Site T, Grave M)",Ica & Paracas,Simple,0,T1,38,2,7,0.8157894736842105,0.1578947368421052,0.3493861997794842,Normal,1,1,0,0,0,0,0,0,0
KH0266,"Ica Valley (Site T, Grave M)",Ica & Paracas,Simple,0,T1,8,0,7,1.0,0.0,0.3660974466568349,Normal,0,0,0,0,0,0,0,0,0
KH0267,Unknown,,Complex,1,T2,188,8,21,0.9308510638297872,0.0478723404255319,0.5026565100977369,Normal,1,1,1,1,1,0,1,1,1
KH0268,"Arica, Chile (Playa Miller 6)",Arica & N. Chile,Simple,0,T1,22,0,6,1.0,0.0,0.4060334504178927,Normal,0,0,0,0,0,0,0,0,0
KH0269,Unknown,,Complex,0,T1,171,6,53,0.8771929824561403,0.0,0.4594218864596924,Normal,1,1,1,0,1,1,0,0,1
KH0270,Unknown,,Simple,0,T1,39,1,14,0.7948717948717948,0.2307692307692307,0.374136179001373,Normal,1,0,0,0,0,0,0,0,0
KH0271,Huari,Southern Highlands,Complex,0,T1,91,4,2,1.0,0.0219780219780219,0.4677533856228055,High-confidence,1,1,1,0,1,0,0,0,0
KH0272,Nazca,Nazca & Far South,Simple,0,T1,49,0,5,0.4693877551020408,0.3469387755102041,0.3917429841885141,Normal,0,0,0,0,0,0,0,0,0
KH0273,Unknown,,Simple,0,T1,43,4,3,0.8372093023255814,0.0465116279069767,0.3516911118742343,Normal,1,1,1,0,0,0,0,0,1
KH0274,Unknown,,Simple,0,T1,25,4,4,0.84,0.36,0.3580497657700749,Normal,1,1,1,0,0,1,0,0,0
KH0275,Unknown,,Complex,0,T1,160,7,16,0.68125,0.43125,0.4359918903462723,Normal,1,1,1,0,1,0,1,1,1
KH0276,Lima (Pueblo Libre),Central Coast,Simple,0,T1,107,3,11,0.7289719626168224,0.0747663551401869,0.3869677986715473,Normal,1,0,1,1,0,0,0,0,0
KH0277,Lima (Pueblo Libre),Central Coast,Simple,0,T1,47,4,67,1.0,0.0425531914893617,0.4689912367245201,High-confidence,1,1,1,0,1,0,0,0,0
KH0278,Lima (Pueblo Libre),Central Coast,Simple,0,T1,61,5,10,0.8360655737704918,0.0491803278688524,0.3942713239935468,Normal,1,1,1,1,0,0,0,1,0
KH0279,Unknown,,Complex,1,T2,327,7,37,0.6574923547400612,0.2262996941896024,0.4938790148658481,Normal,1,1,1,1,1,0,1,0,1
KH0280,Unknown,,Complex,0,T1,164,3,2,1.0,0.4817073170731707,0.5226154843548788,High-confidence,1,1,0,0,1,0,0,0,0
KH0281,Unknown,,Simple,0,T1,98,4,5,0.8775510204081632,0.1530612244897959,0.3531877743901279,Normal,1,1,0,0,1,1,0,0,0
KH0282,Unknown,,Simple,0,T1,98,6,3,0.979591836734694,0.0204081632653061,0.3956790611637967,Normal,1,1,1,0,1,1,0,0,1
KH0283,Unknown,,Simple,0,T1,55,1,6,0.9818181818181818,0.0,0.3569632303082251,Normal,1,0,0,0,0,0,0,0,0
KH0284,Unknown,,Simple,0,T1,54,1,4,1.0,0.0,0.4062668886060602,Normal,1,0,0,0,0,0,0,0,0
KH0285,Unknown,,Simple,0,T1,61,1,4,1.0,0.0,0.3564297316892873,Normal,1,0,0,0,0,0,0,0,0
KH0286,Unknown,,Simple,0,T1,72,1,5,1.0,0.0,0.3579000212544698,Normal,1,0,0,0,0,0,0,0,0
KH0287,Unknown,,Simple,0,T1,105,4,4,1.0,0.0,0.3997677460047315,Normal,1,0,1,1,0,0,0,1,0
KH0288,Unknown,,Complex,0,T1,115,4,2,0.991304347826087,0.0608695652173913,0.4703674411108448,High-confidence,1,1,1,0,1,0,0,0,0
KH0289,Unknown,,Complex,0,T1,180,4,4,0.9777777777777776,0.0611111111111111,0.5017482641126431,High-confidence,1,1,1,0,1,0,0,0,0
KH0290,Unknown,,Simple,0,T1,42,3,16,0.8571428571428571,0.0476190476190476,0.3758319392380274,Normal,1,0,1,1,0,0,0,0,0
KH0291,Unknown,,Simple,0,T1,38,2,7,0.7631578947368421,0.1052631578947368,0.3454648102551106,Normal,1,1,0,0,0,0,0,0,0
KH0292,Unknown,,Simple,0,T1,24,1,2,0.7083333333333334,0.1666666666666666,0.3549405159891838,Normal,1,0,0,0,0,0,0,0,0
KH0293,Atarco,Ica & Paracas,Simple,0,T1,42,4,2,1.0,0.0238095238095238,0.3869905719602316,Normal,1,0,1,0,0,1,0,1,0
KH0294,"Arica, Chile (Playa Miller 6)",Arica & N. Chile,Complex,1,T2,275,4,29,0.7927272727272727,0.0,0.5810023088751797,High-confidence,0,1,0,1,0,1,0,0,1
KH0295,Unknown,,Simple,1,T2,256,2,23,0.6015625,0.01171875,0.5844084366567741,High-confidence,1,0,0,1,0,0,0,0,0
KH0296,Unknown,,Simple,0,T1,136,5,12,0.7279411764705882,0.1102941176470588,0.379038666420922,Normal,1,1,1,1,0,1,0,0,0
KH0297,Huaquerones,Central Coast,Simple,0,T1,114,5,16,0.7456140350877193,0.1842105263157894,0.4082182113640396,Normal,1,1,0,0,0,1,0,1,1
KH0298,Huaquerones,Central Coast,Simple,0,T1,41,4,2,0.7560975609756098,0.0,0.3609699373983006,Normal,1,1,1,0,0,0,0,0,1
KH0299,Huaquerones,Central Coast,Simple,0,T1,23,1,4,0.9565217391304348,0.0869565217391304,0.3512730475067463,Normal,1,0,0,0,0,0,0,0,0
KH0300,Unknown,,Simple,0,T1,111,4,5,0.5135135135135135,0.063063063063063,0.3623386496003537,Normal,1,1,1,0,0,0,0,0,1
KH0301,Huaquerones,Central Coast,Simple,0,T1,74,3,5,0.6621621621621622,0.1081081081081081,0.3479898736564212,Normal,1,1,1,0,0,0,0,0,0
KH0302,Huaquerones,Central Coast,Simple,0,T1,6,0,1,0.6666666666666666,0.1666666666666666,0.3766657361824014,Normal,0,0,0,0,0,0,0,0,0
KH0303,Huaquerones,Central Coast,Simple,0,T1,35,3,4,0.6285714285714286,0.0285714285714285,0.3511330407060494,Normal,1,1,0,0,0,0,0,0,1
KH0304,Huaquerones,Central Coast,Simple,0,T1,35,2,6,0.6285714285714286,0.0571428571428571,0.347486329173629,Normal,1,0,0,0,0,0,0,0,1
KH0305,Unknown,,Simple,0,T1,73,4,4,0.6986301369863014,0.0136986301369863,0.3589740679491233,Normal,1,1,1,0,0,0,0,0,1
KH0306,Huaquerones,Central Coast,Simple,0,T1,33,2,9,0.696969696969697,0.0,0.352731198125199,Normal,1,1,0,0,0,0,0,0,0
KH0307,Huaquerones,Central Coast,Simple,0,T1,26,0,4,0.0,0.0384615384615384,0.4143281115236186,Candidate,0,0,0,0,0,0,0,0,0
KH0308,Huaquerones,Central Coast,Simple,0,T1,26,0,25,0.0,0.0,0.455337844621473,Candidate,0,0,0,0,0,0,0,0,0
KH0309,Huaquerones,Central Coast,Simple,0,T1,66,4,8,0.9696969696969696,0.0151515151515151,0.3810477062231581,Normal,1,1,1,0,0,1,0,0,0
KH0310,Unknown,,Simple,0,T1,74,1,8,0.4864864864864865,0.027027027027027,0.3781489490296842,Normal,1,0,0,0,0,0,0,0,0
KH0311,Huaquerones,Central Coast,Simple,0,T1,79,4,7,0.8987341772151899,0.0886075949367088,0.355694063030711,Normal,1,1,1,0,0,0,0,0,1
KH0312,Huaquerones,Central Coast,Simple,0,T1,13,0,2,0.9230769230769232,0.0,0.3797705738735402,Normal,0,0,0,0,0,0,0,0,0
KH0313,Huaquerones,Central Coast,Simple,0,T1,24,1,3,1.0,0.0,0.3518667605964284,Normal,0,1,0,0,0,0,0,0,0
KH0314,Unknown,,Simple,0,T1,25,0,2,0.48,0.32,0.3950155234157629,Normal,0,0,0,0,0,0,0,0,0
KH0315,Huaquerones,Central Coast,Simple,0,T1,11,0,5,0.6363636363636364,0.1818181818181818,0.3656059310902274,Normal,0,0,0,0,0,0,0,0,0
KH0316,Huaquerones,Central Coast,Simple,0,T1,31,3,4,0.8387096774193549,0.2580645161290322,0.3457900971461727,Normal,1,1,0,1,0,0,0,0,0
KH0317,Huaquerones,Central Coast,Simple,0,T1,14,3,4,0.5,0.0,0.3633446295744894,Normal,1,1,1,0,0,0,0,0,0
KH0318,Huaquerones,Central Coast,Simple,0,T1,7,0,5,0.4285714285714285,0.0,0.3781088046583695,Normal,0,0,0,0,0,0,0,0,0
KH0319,Huaquerones,Central Coast,Simple,0,T1,44,0,13,0.0,0.0,0.4308190002240238,Candidate,0,0,0,0,0,0,0,0,0
KH0320,"Arica, Chile (Playa Miller 6)",Arica & N. Chile,Simple,0,T1,23,0,10,0.7391304347826086,0.0434782608695652,0.3903788640458983,Normal,0,0,0,0,0,0,0,0,0
KH0321,Unknown,,Complex,0,T1,273,5,18,0.9377289377289376,0.0549450549450549,0.4604649182195247,Normal,1,1,1,1,0,0,1,0,0
KH0322,Unknown,,Simple,0,T1,107,5,8,0.8691588785046729,0.0934579439252336,0.3678560880344356,Normal,1,1,1,0,1,0,0,0,1
KH0323,Santa,North Peru Coast,Complex,1,T2,370,6,63,0.8675675675675676,0.0783783783783783,0.5339464287267843,Normal,1,1,1,0,1,0,1,1,0
KH0324,Santa,North Peru Coast,Simple,0,T1,102,2,14,0.8725490196078431,0.1176470588235294,0.4873775021801315,Candidate,1,0,0,1,0,0,0,0,0
KH0325,Santa,North Peru Coast,Complex,1,T2,288,7,22,0.8263888888888888,0.1319444444444444,0.4607977434073924,Normal,1,1,1,1,1,1,0,1,0
KH0326,Santa,North Peru Coast,Simple,0,T1,131,4,36,0.9389312977099236,0.1603053435114503,0.4207346868231267,Normal,1,1,1,1,0,0,0,0,0
KH0327,Santa,North Peru Coast,Simple,0,T1,125,4,19,0.648,0.12,0.4133038189646767,Normal,1,1,1,0,0,0,0,1,0
KH0328,Santa,North Peru Coast,Simple,0,T1,61,0,6,0.819672131147541,0.0163934426229508,0.3632839134061878,Normal,0,0,0,0,0,0,0,0,0
KH0329,Unknown,,Complex,1,T2,1227,8,129,0.2754686226568867,0.0782396088019559,0.7855970737738479,High-confidence,1,1,1,1,1,0,1,1,1
KH0330,Unknown,,Simple,0,T1,69,1,19,0.6956521739130435,0.3623188405797101,0.4588044071171829,Normal,0,0,0,0,0,0,0,0,1
KH0331,Unknown,,Simple,0,T1,26,1,11,0.9230769230769232,0.0,0.3643868387567413,Normal,1,0,0,0,0,0,0,0,0
KH0332,Unknown,,Simple,0,T1,57,0,20,0.8771929824561403,0.2456140350877192,0.5389856677520154,Candidate,0,0,0,0,0,0,0,0,0
KH0333,Unknown,,Complex,1,T2,230,5,50,0.6652173913043479,0.1782608695652174,0.5433617186315165,Candidate,1,1,1,1,0,0,0,1,0
KH0334,Unknown,,Simple,0,T1,9,0,6,0.5555555555555556,0.4444444444444444,0.3856859187215643,Normal,0,0,0,0,0,0,0,0,0
KH0335,Unknown,,Simple,0,T1,4,0,4,1.0,0.0,0.3610551076321327,Normal,0,0,0,0,0,0,0,0,0
KH0336,Unknown,,Simple,0,T1,5,0,4,0.8,0.8,0.4133491729566234,Normal,0,0,0,0,0,0,0,0,0
KH0337,Unknown,,Simple,0,T1,3,0,3,1.0,0.0,0.3616127241945049,Normal,0,0,0,0,0,0,0,0,0
KH0338,Unknown,,Simple,0,T1,75,3,5,0.6133333333333333,0.9066666666666666,0.437141616880741,Candidate,1,1,1,0,0,0,0,0,0
KH0339,Unknown,,Simple,0,T1,55,0,9,0.6181818181818182,0.2,0.4471200647311546,Normal,0,0,0,0,0,0,0,0,0
KH0340,Unknown,,Simple,0,T1,31,2,23,0.935483870967742,0.1612903225806451,0.4513518831624246,Normal,1,0,0,1,0,0,0,0,0
KH0341,Unknown,,Simple,0,T1,4,0,1,1.0,0.25,0.3785405170564277,Normal,0,0,0,0,0,0,0,0,0
KH0342,Unknown,,Simple,0,T1,10,1,5,1.0,0.0,0.352676590974995,Normal,1,0,0,0,0,0,0,0,0
KH0343,Unknown,,Simple,0,T1,28,3,5,0.9285714285714286,0.0714285714285714,0.3504698827387689,Normal,1,1,1,0,0,0,0,0,0
KH0344,Unknown,,Simple,0,T1,7,0,2,1.0,0.0,0.3609638095380788,Normal,0,0,0,0,0,0,0,0,0
KH0345,Unknown,,Simple,0,T1,33,0,9,0.3636363636363636,0.1515151515151515,0.4377022876844574,Normal,0,0,0,0,0,0,0,0,0
KH0346,Unknown,,Simple,0,T1,89,6,7,0.9550561797752808,0.0561797752808988,0.3836014034255568,Normal,1,1,1,0,1,1,0,0,1
KH0347,Unknown,,Simple,0,T1,149,1,11,0.436241610738255,0.7248322147651006,0.436644651527694,Normal,1,0,0,0,0,0,0,0,0
KH0348,Unknown,,Simple,0,T1,76,6,7,1.0,0.0263157894736842,0.3987592478629126,Normal,1,1,1,0,1,1,0,0,1
KH0349,Nazca,Nazca & Far South,Complex,1,T2,866,9,37,0.8348729792147807,0.0658198614318706,0.6851686200539626,High-confidence,1,1,1,1,1,1,1,1,1
KH0350,Nazca,Nazca & Far South,Complex,1,T2,260,7,56,0.473076923076923,0.2961538461538461,0.5426156335733557,Candidate,1,1,1,1,1,1,0,1,0
KH0351,Pachacamac,Central Coast,Simple,0,T1,55,1,9,0.3454545454545454,0.3272727272727272,0.427388086032642,Normal,1,0,0,0,0,0,0,0,0
KH0352,Unknown,,Simple,0,T1,157,5,41,0.7707006369426752,0.3312101910828025,0.4737915346167223,Normal,1,1,1,1,0,0,0,1,0
KH0353,Unknown,,Simple,0,T1,43,1,14,0.7906976744186046,0.2790697674418604,0.4101949269115797,Normal,1,0,0,0,0,0,0,0,0
KH0354,Paracas,Ica & Paracas,Simple,0,T1,16,0,14,0.6875,0.0625,0.3729157629640741,Normal,0,0,0,0,0,0,0,0,0
KH0355,Paracas,Ica & Paracas,Simple,0,T1,12,1,10,0.8333333333333334,0.0833333333333333,0.3602409819645315,Normal,0,0,0,0,0,0,0,0,1
KH0356,Paracas,Ica & Paracas,Simple,0,T1,23,2,4,0.3043478260869565,0.6086956521739131,0.4139643445648784,Normal,1,1,0,0,0,0,0,0,0
KH0357,Paracas,Ica & Paracas,Simple,0,T1,24,4,3,0.9166666666666666,0.1666666666666666,0.3541660717961035,Normal,1,1,1,0,0,0,0,0,1
